ADR,Organization-Project,primary_category,explanation,max_confidence_value
0008-use-different-aws-account-for-interacting-with-infrastructure-variables.md,"('dxw', 'dalmatian-frontend')",Executive (pericrisis),"The ADR focuses on a strategic choice related to how the application manages infrastructure variables across AWS accounts, which is driven by organizational, deployment, and tooling considerations rather than direct structural or behavioral design elements. It involves a decision about the approach to infrastructure management and operational complexity, aligning with business and organizational factors.",0.6
0005-use-dotenv-for-managing-environment-variables.md,"('dxw', 'rails-template')",Existence (ontocrisis),"The ADR explicitly discusses the decision to adopt DotEnv for managing environment variables, which is a structural aspect of the system's configuration. It involves the creation and use of an environment variable management mechanism, aligning with the structural nature of existence decisions.",0.85
0013-use-normalize-css-to-normalize-styles-across-browsers.md,"('dxw', 'react-template')",Existence (ontocrisis),"The ADR explicitly states the decision to incorporate Normalize.css to establish a consistent baseline style across browsers, which is a structural decision about the existence and application of a specific artifact (Normalize.css) in the system.",0.85
0005-use-this-repo-as-source-of-setup-scripts.md,"('dxw', 'wordpress-template')",Executive (pericrisis),"The ADR primarily addresses organizational and process-level decisions regarding repository management, responsibilities, and source of infrastructure files. These are driven by strategic, organizational, or business considerations rather than direct architectural structures or properties.",0.7
003-editor.md,"('ec-europa', 'europa-component-library')",Executive (pericrisis),"The ADR primarily concerns organizational and process choices related to how CSS rules are managed, structured, and integrated into the development workflow. It discusses the creation of a new package, presets, and the separation of concerns, which are organizational and tooling decisions rather than direct structural, behavioral, or property decisions.",0.9
0007 - Nd4j classifiers.md,"('eclipse', 'deeplearning4j')",Existence (ontocrisis),"The ADR primarily discusses the introduction and configuration of platform extensions and artifacts within the system, which relates to the existence and structuring of components and their configurations. It details how different build options and dependencies are managed, indicating structural decisions about what elements (extensions, artifacts) will exist and how they are linked or configured.",0.85
0007-configuration_objects.md,"('eclipse', 'deeplearning4j')",Existence (ontocrisis),"The ADR primarily discusses the addition of a new configuration object (`Config`) to the namespace context, which involves defining and establishing new structural elements (configuration holders) within the architecture. It focuses on how these configuration objects will exist and be used across operations, indicating a structural decision about the architecture's components.",0.85
0009-aliasing.md,"('eclipse', 'deeplearning4j')",Existence (ontocrisis),"The ADR describes the introduction of an aliasing mechanism that creates new references to existing API elements (operations) within different namespaces. This decision directly involves the creation and structuring of new elements (aliases) that will exist in the system, which aligns with the structural aspect of existence decisions. It does not primarily rule out elements (non-existence), set enduring properties, or address organizational/business decisions, but rather focuses on the creation and referencing of system components.",0.85
DADR-0004-signal-enrichment.md,"('eclipse', 'ditto')",Existence (ontocrisis),"The ADR discusses the implementation of a feature that involves creating new facade classes (`ByRoundTripSignalEnrichmentFacade` and `DittoCachingSignalEnrichmentFacade`) to provide specific enrichment behaviors. These are structural components that will exist in the architecture to realize the signal enrichment functionality, which aligns with the 'Existence' category, as it involves decisions about what elements (facades, caches) will be introduced into the system.",0.85
0003-double-encoded-urls.md,"('eclipse', 'winery')",Existence (ontocrisis),"The ADR discusses a specific implementation decision regarding URL encoding, which directly involves the existence and configuration of URL encoding mechanisms within the system. It specifies the chosen encoding method (double-encoded URLs) and compares alternatives, indicating a structural decision about how URLs are represented and processed.",0.85
0014-use-eclipse-orion-as-editor.md,"('eclipse', 'winery')",Executive (pericrisis),"The ADR primarily concerns the choice of a specific IDE (Eclipse Orion) based on project context, existing usage, and organizational preferences. It does not specify structural or behavioral architecture elements nor constraints or non-functional properties directly related to system design. Instead, it reflects a decision influenced by organizational, project, and tooling considerations, characteristic of executive decisions.",0.7
0019-version-in-the-name.md,"('eclipse', 'winery')",Existence (ontocrisis),"The ADR discusses the decision to implement versioning of TOSCA elements, which involves creating or defining a specific method for versioning within the system. This directly relates to the structural aspect of the architecture, specifically the existence and identification of elements (versions) within the system's artifacts, aligning with the 'Existence' category.",0.85
0004-Feature-Flags.md,"('edgexfoundry', 'edgex-docs')",Executive (pericrisis),"The ADR primarily addresses a strategic choice about whether to implement a feature flag mechanism, which is a process or organizational decision affecting development practices and priorities rather than a direct structural, behavioral, or property aspect of the system. It reflects a high-level decision influenced by organizational, cost, and process considerations, characteristic of executive decisions.",0.8
0009-persistence-and-retries-for-events.rst,"('edx', 'event-routing-backends')",Existence (ontocrisis),"The ADR primarily discusses the creation and management of system elements such as Celery tasks, event persistence, retries, and interfaces for monitoring. These are structural and behavioral decisions about what components will exist in the system and how they will interact, fitting the 'Existence' category.",0.85
0004_iso8601vsEpoch.md,"('eikek', 'docspell')",Executive (pericrisis),"The ADR discusses a choice of data format (ISO8601 vs. Unix milliseconds) based on technical and practical considerations, but the ultimate decision to adopt Unix timestamp is driven by application needs and developer preferences rather than structural or quality attributes. This aligns with an executive decision, which is influenced by organizational, technological, or process factors rather than the architecture's structural or property aspects.",0.9
0003-associations.md,"('elastic', 'cloud-on-k8s')",Existence (ontocrisis),"The ADR primarily discusses the modeling and management of associations between resources, which involves declaring the existence or non-existence of certain resources and their relationships. It details how resources like Users, associations, and configuration objects are created, referenced, and managed within the system, aligning with structural and behavioral aspects of declaring elements that will exist or not.",0.85
0007-make-monitoring-forwarders-storage-independent.md,"('elastisys', 'compliantkubernetes')",Existence (ontocrisis),"The ADR primarily discusses the choice of storage mechanisms for forwarders, focusing on how to implement storage elements (e.g., emptyDir, local persistent volumes) to ensure monitoring data buffering and resilience. These are structural decisions about the existence and configuration of storage components within the architecture.",0.85
0004-elife-user.md,"('elifesciences', 'elife-base-images')",Existence (ontocrisis),"The ADR explicitly defines the creation and assignment of specific user accounts (`elife` and `www-data`) and their roles in the system, as well as the ownership of files and directories. This decision pertains to the structural aspect of the architecture, establishing which elements (users, file ownerships, permissions) will exist and how they are configured.",0.85
0009-supported-python-versions-containers.md,"('elifesciences', 'tech-team')",Existence (ontocrisis),"The ADR discusses the creation and structuring of hardware abstraction layers (HAL) and drivers, which are elements that will exist in the system's architecture. It explicitly addresses how these components are organized, their interactions, and their abstraction levels, aligning with structural decisions about system elements.",0.85
0008-virtual-platform-as-mediator-pattern.md,"('embvm', 'embvm-core')",Existence (ontocrisis),"The ADR primarily discusses how to handle the inclusion of specific system headers (libc and libc++) within the build system, which involves decisions about whether these elements will exist in the build artifacts and how they are integrated. The focus is on the structural aspect of including or managing these components within the build process, aligning with the 'Existence' category.",0.85
0003-AWX-for-dlp-automation.md,"('emory-libraries', 'dlp-curate')",Existence (ontocrisis),"The ADR explicitly discusses adopting a new certificate structure (ERC-1888) to replace the current one, which involves creating or modifying the system's artifacts to support this new standard. The decision centers on the existence and structure of the certificate system, making it a structural (existence) decision.",0.85
0012-device-registries.md,"('energywebfoundation', 'origin')",Existence (ontocrisis),"The ADR describes modifications to the search implementation, including the introduction of a new class (`ESSearchFlatten`) and changes to existing components (`ESSearch`, `ResultsRemodeller.flatten`) to support result flattening. These are structural decisions that involve creating or modifying system components and their interactions to support a new feature.",0.85
0003-reanalysis-in-terms-of-ux-issues.md,"('geeksforsocialchange', 'PlaceCal')",Existence (ontocrisis),"The ADR discusses how optional parameters are represented and passed in the API, which directly relates to the structural aspect of the architecture—specifically, the existence and organization of API functions and their parameters. It focuses on how elements (API methods) are structured and how they exist within the system's design.",0.85
2018-10-30-storage-metadata-fields-and-optional.md,"('googleapis', 'google-cloud-cpp')",Existence (ontocrisis),"The ADR primarily discusses the implementation and structuring of WYSIWYG blocks within the WordPress Gutenberg editor, including porting templates, rendering strategies, and making certain UI elements editable in place. These are structural decisions about what elements (blocks) will exist in the system and how they are organized and rendered, fitting the 'Existence' category.",0.85
adr-0003-wysiwyg-blocks-architecture.md,"('greenpeace', 'planet4-docs')",Property (diacrisis),"The ADR primarily discusses introducing a new syntax and method for managing CSS variables, which relates to defining and constraining system properties (e.g., variable naming conventions, grouping of properties). It focuses on a cross-cutting concern about how properties are handled and organized, rather than structural or organizational decisions.",0.7
003-package-manager.md,"('guardian', 'cdk')",Existence (ontocrisis),"The ADR describes the creation of a formal review record for third-party technical evaluations, which involves documenting decisions and artifacts related to architecture. It specifies the process and format for recording these decisions, indicating an emphasis on the existence and structuring of architectural artifacts rather than ruling out elements, setting constraints, or making business-driven organizational decisions.",0.85
005-monorepo.md,"('guardian', 'dotcom-rendering')",Existence (ontocrisis),"The ADR discusses the setup and configuration of Storybook, a tool that will be installed and used to create and display components. This involves decisions about which components will exist in the system and how they will be organized and presented, aligning with structural and behavioral aspects of the architecture.",0.85
012-amp.md,"('guardian', 'dotcom-rendering')",Existence (ontocrisis),"The ADR describes a change in the underlying library (from React to Preact) and the associated architectural setup (using webpack aliases) to enable this switch. This involves the creation and configuration of architecture elements (libraries, modules, build configurations) to support the transition, which aligns with structural existence decisions.",0.85
017-javascript-loading.md,"('guardian', 'dotcom-rendering')",Existence (ontocrisis),"The ADR primarily discusses the implementation of a 'click to view' system that introduces new components and elements into the architecture to support embedded third-party content with tracking considerations. This involves the creation and management of new structural elements (e.g., components, overlays) and their interactions, which aligns with the structural and behavioral aspects of existence decisions.",0.85
10-architecture-diagrams.md,"('guardian', 'editions')",Executive (pericrisis),"The ADR primarily addresses organizational and process choices related to branching and release strategies, which are driven by business and organizational considerations rather than direct system structure or properties. It involves decisions about how development and deployment are managed, aligning with the executive level of decision-making.",0.75
0002-continuous-integration.md,"('guttih', 'island.is-glosur')",Executive (pericrisis),"The ADR primarily concerns selecting a static site generator based on technical and organizational considerations, which are driven by business, organizational, and tooling factors rather than the architecture's structural or behavioral elements. It involves evaluating options, constraints, and organizational preferences, aligning with decisions that influence the development process and organizational choices rather than the system's internal structure or properties.",0.7
0003-css.md,"('guttih', 'island.is-glosur')",Existence (ontocrisis),"The ADR discusses selecting specific protocols (OAuth 2.0 and OpenID Connect) for authentication and authorization, which are concrete elements or artifacts to be implemented in the system. This decision directly pertains to the existence of these protocols within the system architecture.",0.85
0007-placement-support.md,"('hamlet-io', 'architectural-decision-log')",Existence (ontocrisis),"The ADR primarily focuses on implementing concurrency control mechanisms, such as wrapping operations in retryable transactions and ensuring correct document updates. These decisions relate directly to the existence and management of system elements (transactions, concurrency controls) that will exist in the system to handle concurrent data loading. The decision is about establishing the presence of these mechanisms to ensure correct and performant operation.",0.85
0003-separate-validation-load.md,"('hathitrust', 'holdings-backend')",Existence (ontocrisis),"The ADR discusses structuring code to allow extendability through the use of interfaces, traits, and contracts, which are architectural elements that declare the existence of certain components and their interactions within the system. The decision focuses on how to organize and instantiate these elements to support flexibility and replaceability, aligning with structural and behavioral existence decisions.",0.85
0004-Setting_up_vault_as_a_cert_auth.md,"('hmcts', 'cnp-design-documentation')",Executive (pericrisis),"The ADR primarily discusses establishing a developer workflow, including process patterns, branching strategies, code review practices, deployment strategies, and organizational policies. These are driven by business and organizational considerations rather than the structural or quality attributes of the system itself, aligning with the definition of executive decisions.",0.75
0004-add-contact-and-welsh-information-links-into-footer.md,"('hmrc', 'play-frontend-hmrc')",Executive (pericrisis),"The ADR primarily addresses a process and organizational change—automating the creation and publishing of webjars within the internal deployment pipeline—rather than defining or modifying system structure, behavior, or properties. It involves decisions about tooling, repositories, and workflows driven by organizational needs and operational efficiency, characteristic of executive decisions.",0.7
0003-use-markdown-architectural-decision-records.md,"('hmrc', 'tracking-consent-frontend')",Ban/Non-Existence (anticrisis),"The ADR discusses removing a specific preference ('acceptAll') from the data model to prevent misinterpretation and ambiguity, effectively ruling out the existence of this element in future implementations. The decision focuses on eliminating a particular element rather than creating or modifying system structures or behaviors, aligning with the concept of banning or not including an element.",0.7
0005-alpha1-is-last-major-go-release.md,"('holochain', 'holochain-rust')",Existence (ontocrisis),"The ADR explicitly states the decision to build a new Distributed Hash Table (DHT) implementation from scratch, which involves creating a new architectural element (the DHT component). This is a structural decision about the existence and implementation of a system component.",0.9
003-prefer-multiple-config-files.md,"('hugolhafner', 'analytics-server')",Property (diacrisis),"The ADR discusses defining what 'done' means within an agile process, establishing a standard or property of the system's development process rather than creating or ruling out specific system elements. It focuses on a quality or constraint related to the process and criteria for completion, which aligns with the property decision category.",0.7
0048-template-generator.md,"('huifenqi', 'arch')",Existence (ontocrisis),"The ADR explicitly discusses feature toggles that control whether certain resources (e.g., DynamoDB table, Autoscaler) are created or not. This directly relates to the decision about the existence or non-existence of specific system elements based on configuration, which aligns with the 'Existence' category.",0.85
0010-terraform-backend-in-module.md,"('hyprnz', 'terraform-aws-dynamodb')",Existence (ontocrisis),"The ADR primarily discusses the creation and provisioning of dashboards (both default and custom) for monitoring purposes, which involves the instantiation of dashboard artifacts within the system. It focuses on the structural aspect of adding monitoring components, aligning with the 'existence' category that declares elements will exist in the architecture.",0.85
0009-msk-client-instance.md,"('hyprnz', 'terraform-aws-msk-module')",Executive (pericrisis),"The ADR primarily concerns a strategic choice about adopting TypeScript for the project, which impacts the development process, tooling, and organizational practices rather than the system's structural or behavioral elements. It reflects a business and process-level decision to standardize on a technology to achieve certain qualities and streamline workflows.",0.9
0004-yarn-npm-pnpm-and-docker.md,"('iampeterbanjo', 'iampeterbanjo.com')",Existence (ontocrisis),"The ADR discusses updating and managing schema definitions, types, and validation mechanisms, which are structural elements of the system. It focuses on how certain artifacts (schemas, types, validators) will exist and be used within the architecture, aligning with the 'Existence' category.",0.85
20191026 arch.md,"('ijmccallum', 'life-dashboard')",Existence (ontocrisis),"The ADR explicitly discusses the separation of logic between CDH and ETL services, emphasizing where specific processing elements (logic related to feeds) will exist or be implemented. The decision to house feed-specific logic within ETL and keep CDH focused on data models pertains to the creation and structuring of system components, which aligns with the 'Existence' category.",0.85
0003-uploaders.md,"('influx6-prive', 'cdh-adrs')",Existence (ontocrisis),"The ADR primarily focuses on creating and managing database tables to support ETL processes, which involves defining what elements (tables, data feeds, EAMs, etc.) will exist in the system. The decision centers around establishing new data structures and their relationships, which directly relates to the structural aspect of the architecture.",0.85
adr-007-error.md,"('informalsystems', 'ibc-rs')",Existence (ontocrisis),"The ADR describes the detection and handling of conflicting headers and commits within a blockchain light client, which involves establishing the existence of certain data elements (headers, commits, validator sets) and verifying their correctness. The focus is on the structural and behavioral aspects of data exchange and validation, which aligns with declaring the existence of these elements and their interactions.",0.85
adr-003-light-client-core-verification.md,"('informalsystems', 'tendermint-rs')",Existence (ontocrisis),"The ADR describes the design and implementation of an event subscription mechanism, which involves creating and managing entities such as `Subscription`, `Event`, and related interfaces. These are structural elements that will exist in the system to facilitate event streaming and subscription management, aligning with the 'Existence' category of Kruchten’s ontology.",0.85
cx-server-in-container.md,"('jchaudhu', 'SAP-Cloud')",Existence (ontocrisis),"The ADR discusses leveraging Kubernetes features to create and manage pods at different levels (per step, per stage, per pipeline), which directly relates to the structural aspect of the architecture—specifically, the existence and organization of deployment units (pods). The decision focuses on how elements (pods) will exist and be instantiated within the system, aligning with the structural nature of existence decisions.",0.85
state-management.md,"('jdanil', 'skunkworks')",Executive (pericrisis),"The ADR discusses a decision related to integrating Terraform with kops for deploying Kubernetes clusters, which is driven by operational and organizational considerations rather than direct architectural structure or properties. It reflects a strategic choice influenced by deployment environment and tooling, aligning with business or organizational factors rather than system structure or qualities.",0.7
0003-doc-about-platform.md,"('jmoratilla', 'devops-challenge')",Existence (ontocrisis),"The ADR primarily discusses mechanisms and practices to ensure the system's resilience and fault tolerance, which involve establishing the existence of monitoring, redundancy, security measures, and logging components within the architecture. These are structural decisions about what elements and artifacts should be present in the system to achieve resilience.",0.85
0011-use-a-ci-cd-tool-to-ease-provisioning-workflow.md,"('jmoratilla', 'sre-challenge')",Existence (ontocrisis),"The ADR discusses the implementation of a stream versioning mechanism within the system, which directly relates to the existence and management of system artifacts (streams, versions). It specifies how the system will handle stream versions to ensure consistency, indicating a structural decision about the existence and management of these elements.",0.85
0004-mongodb-datetime-representation.md,"('johanhaleby', 'occurrent')",Existence (ontocrisis),"The ADR explicitly discusses the decision to adopt MongoDB as the data storage element for the Operation API, which involves creating or selecting a specific storage technology to exist within the system architecture. The decision is about establishing a storage component that will be used in the system, aligning with the structural aspect of existence decisions.",0.85
0006-post-signalr-directly-from-mgcc.md,"('kakarotto67', 'mlmc')",Existence (ontocrisis),"The ADR primarily concerns the addition of a new searchable feature for events, which involves creating or modifying backend search capabilities and data structures. This directly relates to the existence of new system components (search index, API modifications) to support the feature.",0.85
0002-replace-username-with-email.md,"('kartevonmorgen', 'rfcs')",Existence (ontocrisis),"The ADR explicitly states the decision to use CircleCI for continuous integration and deployment, which involves establishing and deploying an infrastructure component (the CI/CD system). This decision is about the existence and configuration of a system element that will be part of the architecture, specifically the CI/CD pipeline setup.",0.85
0004-use-dapper-for-data-access.md,"('kbremner', 'read-more-api')",Existence (ontocrisis),The ADR explicitly discusses the introduction of a 'service layer' as a new architectural element that will exist in the system to separate concerns and organize functionality. It focuses on the structural aspect of the architecture by defining a new component responsible for executing actions on behalf of controllers.,0.85
008. Artifact-based deployment.md,"('kconner', 'godspeed-you-blocked-developer')",Existence (ontocrisis),"The ADR discusses the implementation of concrete map operations, which involve defining and supporting specific data structures and their behaviors within the system. The focus is on establishing the existence and behavior of map elements and operations, aligning with structural decisions about system components and their interactions.",0.85
2018-09-03-Owise-encoding.md,"('kframework', 'kore')",Ban/Non-Existence (anticrisis),"The ADR explicitly discusses decisions related to not handling certain terms or configurations, effectively ruling out the existence or handling of specific elements or cases in the system. It focuses on decisions to implement particular handling for configuration left-overs and 'not' terms, which aligns with declaring that certain elements or behaviors will not be processed or exist in the current system scope.",0.7
0004-divide-the-system-into-4-modules.md,"('kgrzybek', 'modular-monolith-with-ddd')",Existence (ontocrisis),"The ADR explicitly describes the adoption of a 2-layer architectural style for handling read operations, which involves defining and establishing specific structural elements (API layer and Application Service layer) within the system architecture. This decision directly pertains to the creation and organization of architectural components, aligning with the 'Existence' category.",0.85
2018-07-06_control-server-api.md,"('kolide', 'launcher')",Existence (ontocrisis),"The ADR discusses creating and maintaining two distinct object graphs for different purposes (code generation and serialization), which involves explicitly defining the existence and structure of these artifacts. This decision directly relates to how the system's components or artifacts will exist and be organized to serve different functionalities.",0.85
dr-011-Jaeger_as_a_tracing_back-end.md,"('kyma-project', 'community')",Existence (ontocrisis),"The ADR describes the decomposition of a monolithic Gateway into multiple independent services, which involves creating new architectural elements (services) and defining their responsibilities and interactions. This is fundamentally about establishing the existence and structure of these components within the architecture.",0.85
dr-018-Knative_based_Kyma_eventing.md,"('kyma-project', 'community')",Executive (pericrisis),"The ADR primarily discusses selecting a tool (Yeoman) based on business and organizational considerations, such as ease of use, popularity, and maintainability, which are driven by business environment and organizational factors rather than the system's structural or behavioral design elements.",0.7
0003-use-cleveref.md,"('latextemplates', 'generator-latex-template')",Existence (ontocrisis),"The ADR explicitly discusses the decision to separate data and metadata, which involves creating or modifying the existence of system elements (data and metadata objects). The decision to decouple these objects directly impacts the structural composition of the system, aligning with the 'Existence' category.",0.85
0003-Sample-objects-implemented-as-domain-range-tuple.md,"('latis-data', 'latis3')",Existence (ontocrisis),"The ADR primarily concerns the creation and structuring of a data source and the abstraction of data access mechanisms, which are structural elements of the architecture. It discusses building a resident data source and the associated gateways, indicating decisions about what components will exist and how they will be organized within the system.",0.85
ipc-between-wm-and-menu.md,"('lcarsde', 'lcarsde')",Existence (ontocrisis),"The ADR primarily discusses the decision to use arrays for schema mapping, which involves defining and implementing specific data structures (schemas) in code. This directly relates to the creation and structuring of artifacts within the system, characteristic of an existence decision. The focus on how data schemas are represented and manipulated indicates a structural architectural decision.",0.85
0004-use-arrays-for-mapping-schema.md,"('lcobucci', 'kafka')",Existence (ontocrisis),"The ADR describes the creation and implementation of a dedicated health-check endpoint for each service, which directly involves the existence of new system elements (endpoints, monitoring mechanisms). It focuses on structural decisions about adding components to monitor system health, fitting the 'Existence' category.",0.85
005 Service readiness checks.md,"('ldynia', 'archcolider')",Existence (ontocrisis),"The ADR discusses creating a feedback system that will exist within the application, involving the addition of new components and features such as feedback collection, surveys, and moderation functionalities. These are structural decisions about what elements will be part of the system.",0.85
adr004-module-export-structure.md,"('liatrio', 'backstage-internal')",Existence (ontocrisis),"The ADR explicitly states the decision to implement the MVVM architecture, which involves the creation and structuring of specific architectural layers (Presentation, Domain, Data). This is a structural decision about what elements will exist in the system and how they are organized.",0.85
0004-mvvm-for-android-development.md,"('linagora', 'linshare-mobile-android-app')",Existence (ontocrisis),"The ADR describes creating a `DownloadingRepository` to manage downloading tasks, which involves establishing a new component or artifact responsible for handling download operations. This is a structural decision that declares the existence of a repository component within the system architecture.",0.85
0004-upgrade-file-picker-library-version.md,"('linagora', 'linshare-mobile-flutter-app')",Existence (ontocrisis),"The ADR explicitly states that LinShare can make offline mode files one by one, which involves the creation and storage of specific data elements (files, folders, shared spaces) in the system. This indicates a structural decision about what elements will exist in the offline mode, aligning with the 'Existence' category.",0.85
0004-project-license-scheme.md,"('llowder', 'pupperware-party')",Existence (ontocrisis),"The ADR primarily discusses the selection and use of specific tools and services (AWS CodePipeline and CodeBuild) as part of the system's deployment and build infrastructure. This decision directly relates to the existence of these elements within the architecture, focusing on which components will be used and how they will be integrated, which aligns with structural decisions about system elements.",0.85
0003-start-with-aws-codepipeline-and-codebuild.md,"('lorenzo-deepcode', 'buildit-all')",Existence (ontocrisis),"The ADR primarily discusses the decision to use the id_token as a Bearer token, which directly relates to the existence and handling of a specific security artifact (the token) within the system. It involves decisions about how an element (the token) will be used and validated, which aligns with structural and behavioral aspects of system elements.",0.75
0007-azure-pipeline-security-model.md,"('marain-dotnet', 'Marain.Instance')",Existence (ontocrisis),"The ADR discusses architectural structuring decisions, specifically the choice to adopt a monorepo approach and how to organize directories to reflect features, applications, and plugins. These are structural decisions about what elements (e.g., repositories, directories, modules) will exist in the system, aligning with the 'Existence' category.",0.85
2018121201-stop-using-registers-in-processor.md,"('michelezamuner', 'smjs')",Existence (ontocrisis),"The ADR primarily discusses defining and establishing the existence of data-related elements such as DataUnit, Data, Size, and Address within the architecture. It focuses on what elements will exist and how they are structured, which aligns with structural decisions about system components and data representations.",0.85
017-Variable-Naming.md,"('ministryofjustice', 'cloud-platform')",Existence (ontocrisis),"The ADR primarily discusses the selection and configuration of infrastructure components and services (e.g., EKS, node groups, networking, IAM roles), which are elements that will exist in the system's architecture. It details decisions about what infrastructure artifacts will be used and how they are configured, aligning with the structural and behavioral aspects of existence decisions.",0.85
024-SSO-for-CP-Team-to-access-AWS.md,"('ministryofjustice', 'cloud-platform')",Existence (ontocrisis),"The ADR discusses specific configuration settings related to Kubernetes resource allocation, particularly CPU requests and limits, which are structural elements that define the existence and behavior of system components within the deployment environment. The decision focuses on how resources are allocated and constrained, directly impacting the system's architecture at the deployment level.",0.85
0010-decoupling-pact-tests-from-test-data.md,"('ministryofjustice', 'court-case-service')",Existence (ontocrisis),"The ADR primarily discusses a change in how emails are sent in response to form submissions, specifically consolidating multiple emails into fewer emails with multiple attachments. This involves a structural decision about the email communication artifact and its behavior, which directly relates to the existence and configuration of the email notification mechanism within the system.",0.85
0010-testing-the-editor-pipeline.md,"('ministryofjustice', 'form-builder')",Property (diacrisis),"The ADR discusses a strategic quality attribute—prioritizing consistency over availability—indicating a decision about a system property or constraint rather than a structural, behavioral, or organizational decision. It reflects a quality attribute choice related to system behavior under failure conditions.",0.7
0003-use-git-commits-to-explain-our-work.md,"('ministryofjustice', 'hmpps-interventions-docs')",Existence (ontocrisis),"The ADR describes the decision to implement a specific tool (ESLint) to enforce code style and catch errors, which involves the creation or adoption of a structural artifact (the ESLint tool and its configuration). This aligns with the category of declaring the existence of an element in the architecture.",0.85
0012-use-feature-flags-for-in-progress-features.md,"('ministryofjustice', 'hmpps-interventions-ui')",Executive (pericrisis),"The ADR primarily concerns choosing a specific tool (GitHub Actions) as the CI/CD runner, which is driven by organizational, strategic, and environmental factors rather than the design or structure of the system itself. The decision is influenced by organizational context, existing practices, and strategic alignment, fitting the executive decision category.",0.7
0004-use-bash-node-python-as-core-languages.md,"('ministryofjustice', 'modernisation-platform')",Existence (ontocrisis),"The ADR explicitly states the decision to use Secrets Manager for storing secrets, which is a structural element in the architecture. It involves the creation and integration of a specific component (Secrets Manager) into the system's architecture, aligning with the 'existence' category that covers structural decisions about elements that will be part of the system.",0.85
0004-separate-api-and-user-facing-applications.md,"('ministryofjustice', 'offender-management-architecture-decisions')",Executive (pericrisis),"The ADR primarily concerns the choice of tooling and processes for continuous integration and deployment, which are driven by organizational, business, and operational considerations rather than the architecture's structural or quality attributes. The decision impacts the development process, organizational practices, and tooling choices, aligning with the executive decision category.",0.7
0017-database-migrations.md,"('ministryofjustice', 'offender-management-architecture-decisions')",Existence (ontocrisis),"The ADR primarily discusses the specification and implementation of an API based on an existing standard (JSON:API). It involves decisions about adopting, leveraging, and specifying the existence of an API interface, which aligns with structural and behavioral elements of the architecture. The focus on defining the API's specification and how it will be realized indicates a decision about what architectural elements will exist in the system.",0.85
0004-content-negotiation.md,"('ministryofjustice', 'opg-data')",Existence (ontocrisis),"The ADR describes a decision to establish a specific domain structure and URL pattern for APIs, which involves defining the existence and organization of system components (microservice domains, environment-specific URLs). This is a structural decision about what elements will exist and how they are organized within the system architecture.",0.85
0008-flask-site-security.md,"('ministryofjustice', 'opg-lpa')",Existence (ontocrisis),"The ADR explicitly discusses the decision to continue using Terraform, an infrastructure as code tool, which involves the creation and deployment of infrastructure elements. This aligns with the 'Existence' category, as it pertains to the decision to establish and utilize specific artifacts (Terraform configurations) for infrastructure management.",0.85
0003-github-source-control.md,"('ministryofjustice', 'opg-modernising-lpa-docs')",Existence (ontocrisis),"The ADR explicitly discusses the use of AWS KMS to manage encryption keys, which involves the creation and management of cryptographic key artifacts within the system. This decision directly pertains to the existence and handling of security-related elements in the architecture.",0.85
0018-session-lifetime-and-session-based-cookies.md,"('ministryofjustice', 'opg-use-an-lpa')",Existence (ontocrisis),"The ADR explicitly states that AWS S3 will be used for storing digital object bitstreams, which is a structural decision about the existence of a storage component within the system architecture. It declares that a specific element (S3 storage) will exist and be part of the system's infrastructure.",0.85
0003-run-kubernetes-locally.md,"('mlibrary', 'nebula')",Existence (ontocrisis),"The ADR primarily discusses the creation and configuration of dedicated HAProxy load balancer instances for Kubernetes, which involves defining the existence and setup of these system components within the architecture.",0.85
0004-build-client-in-R.md,"('molgenis', 'molgenis-r-armadillo')",Existence (ontocrisis),"The ADR explicitly discusses implementing an endpoint to upload and load RData files, which involves creating or establishing a new functional component within the system. This is a structural decision that pertains to the existence and integration of specific system elements (the endpoint, client capabilities, and data formats).",0.85
0006-use-rdata-format-as-data-input.md,"('molgenis', 'molgenis-service-armadillo')",Existence (ontocrisis),"The ADR primarily addresses the handling and management of database artifacts, specifically the detection and deletion of corrupted database files. It involves decisions about whether the database will exist, how to identify its corruption, and actions to take upon detection, which aligns with structural and behavioral aspects of the system's architecture.",0.85
0002-database-corruption.md,"('mozilla', 'application-services')",Existence (ontocrisis),"The ADR primarily discusses architectural decisions related to how data will be fetched and visualized within the system, which involves defining the existence and integration of components, APIs, and visualization tools. The focus is on how elements such as REST APIs, Svelte components, and React components will be incorporated into the architecture, indicating structural decisions about what components and data flows will exist.",0.85
0003-analysis-visualization-architecture-approach.md,"('mozilla', 'experimenter')",Existence (ontocrisis),"The ADR primarily discusses the introduction of new web pages using HTMX and the coexistence of different UI technologies (React and HTMX). This involves decisions about which elements (pages, components) will exist in the architecture and how they are integrated, aligning with structural existence decisions.",0.85
0010-transition-fxa-from-backbone-to-react.md,"('mozilla', 'fxa')",Existence (ontocrisis),"The ADR primarily discusses the choice and use of CSS variables and SCSS, which are related to the existence and structuring of style artifacts within the architecture. It focuses on how styles are declared, organized, and applied, which aligns with structural decisions about the presence and management of style elements in the system.",0.85
0017-switch-settings-auth-to-sessiontoken.md,"('mozilla', 'fxa')",Ban/Non-Existence (anticrisis),"The ADR explicitly states the decision to stop using Hawk authentication in future work, which is a clear declaration that the element (Hawk) will not exist in the future system design. This aligns with the definition of a ban or non-existence decision.",0.8
