ADR,Organization-Project,primary_category,explanation,max_confidence_value
0003-AWX-for-dlp-automation.md,"('emory-libraries', 'dlp-curate')",Primarily Functional,"The ADR primarily discusses a structural change to the certificate management process, focusing on how certificates are transferred and represented. It does not explicitly or implicitly reference any non-functional quality attributes such as performance, security, or scalability. The decision centers on adopting a standard for data structure to improve operational handling, which is a functional concern.",0.8
0012-device-registries.md,"('energywebfoundation', 'origin')",Performance,"The ADR discusses modifications to search and data processing mechanisms, including flattening and transformation of data structures, which directly impact the efficiency of search operations and data handling. The focus on implementing a flattening approach to optimize search results and reduce complexity indicates a concern with system performance and resource utilization.",0.75
0003-reanalysis-in-terms-of-ux-issues.md,"('geeksforsocialchange', 'PlaceCal')",Compatibility,"The ADR primarily discusses the design of API parameter passing mechanisms, focusing on how optional parameters are represented and used within the API functions. It does not reference or imply any non-functional quality attributes such as performance, security, reliability, or usability. The decision is centered on functional API design and code structure rather than system qualities.",0.2
2018-10-30-storage-metadata-fields-and-optional.md,"('googleapis', 'google-cloud-cpp')",Usability,"The ADR primarily discusses improving the user editing experience by enabling in-place editing, moving options to sidebars, and making the interface more WYSIWYG. These are all aspects related to usability, focusing on how users interact with and experience the system during content editing.",0.7
adr-0003-wysiwyg-blocks-architecture.md,"('greenpeace', 'planet4-docs')",Maintainability,"The ADR primarily discusses a syntax and tooling approach to improve CSS variable management, focusing on code readability and maintainability rather than system performance, reliability, security, or other non-functional attributes. It does not reference or imply any specific quality attribute categories.",0.75
003-package-manager.md,"('guardian', 'cdk')",Performance,"The ADR emphasizes the importance of measuring and managing performance impacts, such as performance degradation affecting revenue streams, SEO, and user experience. The focus on performance metrics and mitigation strategies indicates a primary concern with performance efficiency.",0.85
005-monorepo.md,"('guardian', 'dotcom-rendering')",Maintainability,"The ADR primarily discusses the setup and use of Storybook for component visualization and documentation. It focuses on organizational and procedural aspects related to component presentation rather than specifying or implying any non-functional quality attributes such as performance, security, or scalability.",0.4
012-amp.md,"('guardian', 'dotcom-rendering')",Compatibility,"The ADR primarily discusses a technical migration decision aimed at reducing bundle size and maintaining compatibility, without explicit reference to non-functional quality attributes such as performance, security, or scalability. The focus is on functional aspects of the system architecture (component compatibility and build configuration).",0.8
017-javascript-loading.md,"('guardian', 'dotcom-rendering')",Usability,"The ADR primarily discusses user interaction with embedded third-party content, focusing on user consent and privacy overlays. It does not explicitly specify or imply system performance, reliability, security, maintainability, scalability, usability, portability, compatibility, observability, or testability attributes. The decision revolves around user experience and privacy considerations rather than system quality attributes.",0.4
10-architecture-diagrams.md,"('guardian', 'editions')",Testability,"The ADR primarily discusses branching and release strategies, focusing on organizational and process decisions rather than system quality attributes. There is no explicit or implied reference to non-functional qualities such as performance, security, reliability, or others.",0.25
0002-continuous-integration.md,"('guttih', 'island.is-glosur')",Primarily Functional,"The ADR primarily discusses functional aspects such as support for markdown, customization, and technical direction alignment. It does not explicitly reference non-functional quality attributes like performance, security, reliability, or usability.",0.3
0003-css.md,"('guttih', 'island.is-glosur')",Security,"The ADR emphasizes the importance of using secure protocols (OAuth 2.0 and OpenID Connect) for authentication and authorization, highlighting security as a primary concern. The decision drivers explicitly mention 'Secure,' indicating that security attributes are central to this decision.",0.8
0007-placement-support.md,"('hamlet-io', 'architectural-decision-log')",Performance,"The ADR primarily focuses on optimizing data loading performance through concurrency and transaction management, aiming to speed up operations significantly (8-10x faster loading). While it addresses concurrency hazards, the core concern is improving throughput and efficiency during data loading, which aligns with Performance Efficiency.",0.75
0003-separate-validation-load.md,"('hathitrust', 'holdings-backend')",Maintainability,"The ADR emphasizes structuring code for extendability, modularity, and ease of modification through the use of interfaces, traits, and contracts. These are directly related to maintainability attributes such as modularity, reusability, and ease of future changes.",0.8
0004-Setting_up_vault_as_a_cert_auth.md,"('hmcts', 'cnp-design-documentation')",Testability,"The ADR emphasizes rapid feedback, frequent integration, and automated testing to ensure quick and reliable code changes, which are closely related to system performance and efficiency in development workflows.",0.97
0004-add-contact-and-welsh-information-links-into-footer.md,"('hmrc', 'play-frontend-hmrc')",Maintainability,"The ADR discusses automating the creation and publishing of webjars to improve the development and deployment process, reduce manual effort, and enhance control over the build pipeline. These aspects directly relate to maintainability, as they involve making the system easier to modify, extend, and manage over time.",0.6
0003-use-markdown-architectural-decision-records.md,"('hmrc', 'tracking-consent-frontend')",Testability,"The ADR primarily discusses a change in data modeling for user consent preferences, focusing on simplifying the data structure to prevent misinterpretation. It does not explicitly reference non-functional quality attributes such as performance, security, reliability, or usability. Instead, it centers on functional aspects of data representation and decision-making about consent data structure.",0.25
0005-alpha1-is-last-major-go-release.md,"('holochain', 'holochain-rust')",Maintainability,"The ADR discusses building a custom DHT implementation from scratch, which implies considerations related to the system's modifiability, ongoing support, and long-term maintenance. The decision to support and maintain the DHT code indefinitely highlights a focus on maintainability aspects.",0.7
003-prefer-multiple-config-files.md,"('hugolhafner', 'analytics-server')",Primarily Functional,"The ADR primarily discusses process and procedural aspects related to defining 'done' in a development context, focusing on team communication, specifications, and workflow rather than system qualities. There are no explicit or implied references to non-functional quality attributes such as performance, security, or reliability.",1.0
0048-template-generator.md,"('huifenqi', 'arch')",Primarily Functional,"The ADR primarily discusses feature toggles and default configurations related to resource creation and autoscaling, which are functional aspects of the system's behavior. It does not explicitly reference non-functional quality attributes such as performance, security, or reliability.",0.55
0010-terraform-backend-in-module.md,"('hyprnz', 'terraform-aws-dynamodb')",Observability,"The ADR focuses on creating dashboards for monitoring system metrics, which directly relates to the quality attribute of Observability. It emphasizes monitoring, metrics, and visibility into system states, aligning with Observability's definition.",0.55
0009-msk-client-instance.md,"('hyprnz', 'terraform-aws-msk-module')",Maintainability,"The ADR primarily discusses a decision related to adopting TypeScript over ESLint configuration and the implications for development workflow, tooling, and code quality. It does not explicitly reference or imply any non-functional quality attributes such as performance, security, reliability, or usability. The focus is on functional aspects like code correctness, maintainability, and tooling integration.",0.4
0004-yarn-npm-pnpm-and-docker.md,"('iampeterbanjo', 'iampeterbanjo.com')",Maintainability,"The ADR primarily discusses schema definitions, type generation, validation, and development convenience without referencing any non-functional quality attributes such as performance, security, or usability. It focuses on functional aspects related to code structure and maintainability, but does not specify or imply any particular quality attribute.",0.4
20191026 arch.md,"('ijmccallum', 'life-dashboard')",Maintainability,"The ADR primarily discusses the separation of responsibilities between CDH and ETL services, focusing on where specific feed processing logic should reside. It emphasizes functional boundaries and responsibilities rather than non-functional quality attributes, indicating a concern with system functionality and modularity rather than performance, security, or other quality attributes.",0.4
0003-uploaders.md,"('influx6-prive', 'cdh-adrs')",Performance,"The ADR primarily focuses on optimizing data retrieval and management processes within the ETL system, such as creating dedicated database tables and event-driven updates to improve query performance and reduce manual steps. These actions directly relate to system performance and efficiency in handling data feeds, indicating a focus on performance efficiency.",0.85
adr-007-error.md,"('informalsystems', 'ibc-rs')",Security,"The ADR focuses on detecting conflicting information and misbehavior by validators, which directly relates to system security aspects such as integrity, trustworthiness, and attack detection. The emphasis on verifying and reporting conflicts to prevent malicious activity indicates a concern with security attributes.",0.7
adr-003-light-client-core-verification.md,"('informalsystems', 'tendermint-rs')",Observability,"The ADR discusses the design of an event subscription mechanism, including buffering, routing, and handling of events, which are all aspects related to system observability. It emphasizes monitoring, event streaming, and debugging capabilities, aligning closely with the 'Observability' quality attribute.",0.8
cx-server-in-container.md,"('jchaudhu', 'SAP-Cloud')",Performance,"The ADR discusses leveraging Kubernetes features to support dynamic scalability, which directly relates to the system's ability to handle increased load efficiently through autoscaling mechanisms. The focus on creating pods per stage or per step to optimize execution time and resource utilization indicates an emphasis on performance efficiency.",0.85
state-management.md,"('jdanil', 'skunkworks')",Primarily Functional,"The ADR primarily discusses a deployment strategy involving Terraform and kops, focusing on operational procedures rather than non-functional quality attributes. There is no explicit or implied reference to performance, security, reliability, or other quality attributes.",0.45
0003-doc-about-platform.md,"('jmoratilla', 'devops-challenge')",Reliability,"The ADR primarily discusses mechanisms to ensure system resilience and fault tolerance, such as monitoring, name resolution, network security, SSL certificates, and logging. These are all aspects directly related to the system's ability to perform reliably under various conditions, including fault detection, recovery, and maintaining operational continuity.",0.9
0011-use-a-ci-cd-tool-to-ease-provisioning-workflow.md,"('jmoratilla', 'sre-challenge')",Performance,"The ADR discusses stream versioning and consistency mechanisms that are aimed at ensuring efficient and correct handling of event streams, which directly impacts the system's performance and throughput during event processing and projection updates.",0.75
0004-mongodb-datetime-representation.md,"('johanhaleby', 'occurrent')",Maintainability,"The ADR emphasizes ease of use, fast storage, and a schemaless approach, which relate to how easily the system can be modified, extended, and maintained over time. The choice of MongoDB for flexible schema management directly impacts maintainability by simplifying updates and modifications, especially given the frequent changes in entity schemas.",0.7
0006-post-signalr-directly-from-mgcc.md,"('kakarotto67', 'mlmc')",Performance,"The ADR discusses improving the backend API to enable search functionality for events, which directly relates to system performance in terms of search responsiveness and efficiency. The focus on creating a new search index and optimizing search operations indicates an emphasis on performance aspects.",0.75
0002-replace-username-with-email.md,"('kartevonmorgen', 'rfcs')",Performance,"The ADR emphasizes automating build, test, and deployment processes to ensure timely and efficient feedback cycles, which directly relates to system performance in terms of responsiveness and throughput of the development pipeline. Although not explicitly stated, continuous integration and deployment inherently aim to improve the efficiency of development workflows, which aligns with performance efficiency in the context of operational effectiveness.",0.6
0004-use-dapper-for-data-access.md,"('kbremner', 'read-more-api')",Maintainability,"The ADR primarily discusses the separation of concerns between the Controller and the Service Layer, focusing on organizational and architectural structure rather than non-functional quality attributes. It emphasizes responsibilities and modularity but does not explicitly reference performance, security, reliability, or other quality attributes.",0.4
008. Artifact-based deployment.md,"('kconner', 'godspeed-you-blocked-developer')",Primarily Functional,"The ADR primarily discusses the implementation of concrete map operations within KEVM, focusing on supporting specific functionalities such as lookup, update, and concatenation. It emphasizes the immediate need for concrete semantics and defers symbolic operations, which are non-functional concerns. There is no explicit mention or implication of quality attributes like performance, reliability, security, or others.",0.55
2018-09-03-Owise-encoding.md,"('kframework', 'kore')",Primarily Functional,"The ADR primarily discusses a technical approach to handling logical terms involving 'not' in proofs and configuration leftovers. It focuses on implementation strategies and performance considerations rather than system qualities like performance, security, or usability.",0.8
0004-divide-the-system-into-4-modules.md,"('kgrzybek', 'modular-monolith-with-ddd')",Performance,"The ADR emphasizes performance benefits resulting from the architectural choice, specifically noting that the solution is 'simple, easy to understand' and that 'performance is better' due to direct database querying without additional abstraction layers. These points indicate a focus on system responsiveness and resource utilization, aligning with Performance Efficiency.",0.75
2018-07-06_control-server-api.md,"('kolide', 'launcher')",Maintainability,"The ADR discusses designing two distinct object graphs tailored for different use cases (code generation and serialization), which directly relates to system modifiability, clarity, and ease of future changes—core aspects of maintainability. It emphasizes explicit transformations and clear separation to facilitate easier updates and understanding of the system's structure.",0.7
dr-011-Jaeger_as_a_tracing_back-end.md,"('kyma-project', 'community')",Maintainability,"The ADR primarily discusses the architectural decomposition and separation of services, focusing on functional responsibilities and modularization. It does not explicitly reference or imply any non-functional quality attributes such as performance, security, or scalability, beyond the mention that security aspects are handled by Nginx-Ingress, which is a deployment detail rather than a system quality attribute.",0.2
dr-018-Knative_based_Kyma_eventing.md,"('kyma-project', 'community')",Usability,"The ADR primarily discusses the selection of a template generator tool based on usability, popularity, and technical considerations. It does not reference or imply any non-functional quality attributes such as performance, security, reliability, or scalability.",0.5
0003-use-cleveref.md,"('latextemplates', 'generator-latex-template')",Performance,"The ADR explicitly mentions that combining data and metadata was inefficient, indicating a concern with system performance and resource utilization. The decision to separate data and metadata aims to improve performance, especially in data loading and transformation processes.",0.85
0003-Sample-objects-implemented-as-domain-range-tuple.md,"('latis-data', 'latis3')",Maintainability,"The ADR focuses on designing an abstraction layer for the resident data source, emphasizing ease of future modifications, integration, and code clarity. It discusses architectural choices that impact how easily the system can be adapted or extended, which aligns with maintainability concerns.",0.7
ipc-between-wm-and-menu.md,"('lcarsde', 'lcarsde')",Maintainability,"The ADR discusses the use of arrays for schema mapping, defining data structures, and simplifying code management. This focus on data organization, code clarity, and ease of modification aligns closely with maintainability attributes, such as modularity and readability.",0.75
0004-use-arrays-for-mapping-schema.md,"('lcobucci', 'kafka')",Observability,"The ADR discusses implementing health-check endpoints, monitoring metrics, and measuring execution correctness and duration, all of which relate to system observability. It emphasizes monitoring system states and health, which are core aspects of observability.",0.8
005 Service readiness checks.md,"('ldynia', 'archcolider')",Security,"The ADR explicitly mentions concerns about security breaches of personal data when integrating third-party feedback systems, indicating a focus on protecting information and data security.",0.85
adr004-module-export-structure.md,"('liatrio', 'backstage-internal')",Maintainability,"The ADR emphasizes the benefits of MVVM architecture in terms of code decoupling, ease of navigation, and maintainability of the project, indicating a focus on how easily the system can be modified and maintained over time.",0.75
0004-mvvm-for-android-development.md,"('linagora', 'linshare-mobile-android-app')",Reliability,"The ADR emphasizes managing download tasks, querying status, handling errors, and automatic retries, which are all aspects related to the system's ability to perform reliably under various conditions, including fault tolerance and recoverability.",0.7
0004-upgrade-file-picker-library-version.md,"('linagora', 'linshare-mobile-flutter-app')",Usability,"The ADR emphasizes enabling offline access to files, which directly impacts user experience by allowing users to preview and interact with files without network connectivity. This focus on user interaction and convenience aligns with the usability attribute.",0.5
0004-project-license-scheme.md,"('llowder', 'pupperware-party')",Performance,"The ADR discusses the choice of deployment and build tools (AWS CodePipeline and CodeBuild) and their implications on automation, environment creation, and resource management. These considerations relate to how efficiently the system can perform build and deployment tasks, resource utilization, and automation efficiency, which are aspects of performance efficiency.",0.75
0003-start-with-aws-codepipeline-and-codebuild.md,"('lorenzo-deepcode', 'buildit-all')",Security,"The ADR explicitly references security considerations, including token validation, security implications, and alternative security solutions. The decision revolves around how tokens are used and validated, which directly pertains to security attributes.",0.9
0007-azure-pipeline-security-model.md,"('marain-dotnet', 'Marain.Instance')",Primarily Functional,"The ADR primarily discusses architectural structure, repository organization, and directory layout decisions, with no explicit or implied references to non-functional quality attributes such as performance, security, reliability, or usability. It focuses on structural and organizational concerns rather than system qualities.",0.45
2018121201-stop-using-registers-in-processor.md,"('michelezamuner', 'smjs')",Maintainability,"The ADR primarily discusses simplifying and clarifying the data handling architecture, focusing on reducing complexity and making the system easier to modify and extend. It emphasizes modularity and independence of components, which are key aspects of maintainability.",0.7
017-Variable-Naming.md,"('ministryofjustice', 'cloud-platform')",Security,"The ADR discusses multiple security-related decisions, including the use of OIDC with Auth0, IAM Roles for Service Accounts (IRSA), network policy enforcement with Calico, control plane logging, node access via Systems Manager, and PSP management. These all pertain to protecting the system's data, access controls, and operational security, indicating a primary focus on security attributes.",0.75
024-SSO-for-CP-Team-to-access-AWS.md,"('ministryofjustice', 'cloud-platform')",Performance,"The ADR discusses issues related to CPU resource limits and requests, specifically focusing on how these settings impact system responsiveness and throughput under load. The goal is to improve performance during high load conditions by adjusting resource limits, which directly relates to performance efficiency.",0.85
0010-decoupling-pact-tests-from-test-data.md,"('ministryofjustice', 'court-case-service')",Primarily Functional,"The ADR primarily discusses reducing email notifications to improve workflow and reduce noise, focusing on functional aspects of email communication rather than non-functional quality attributes. There is no explicit or implied mention of performance, security, reliability, scalability, usability, portability, compatibility, observability, or testability.",0.55
0010-testing-the-editor-pipeline.md,"('ministryofjustice', 'form-builder')",Reliability,"The ADR emphasizes ensuring system consistency and the ability to recover from failures, prioritizing data integrity and workflow correctness over availability. The decision to block workflows on errors and the focus on retry mechanisms directly relate to system reliability attributes such as fault tolerance and recoverability.",0.8
0003-use-git-commits-to-explain-our-work.md,"('ministryofjustice', 'hmpps-interventions-docs')",Maintainability,"The ADR focuses on enforcing code consistency and catching errors automatically through linting, which directly relates to improving the ease and efficiency of maintaining the codebase. It emphasizes standards, consistency, and automated checks that facilitate ongoing modifications and readability.",0.75
0012-use-feature-flags-for-in-progress-features.md,"('ministryofjustice', 'hmpps-interventions-ui')",Security,"The ADR mentions the need to 'ensure we don't leak secrets within a publicly available CI/CD platform,' which directly relates to security concerns such as confidentiality and access control. While other aspects like infrastructure and collaboration are discussed, the explicit concern about secret leakage indicates a focus on security attributes.",0.75
0004-use-bash-node-python-as-core-languages.md,"('ministryofjustice', 'modernisation-platform')",Security,"The ADR focuses on securely storing secrets, which directly relates to protecting sensitive information and controlling access, core aspects of security. The decision to use Secrets Manager emphasizes confidentiality, secret rotation, and access management, all of which are security concerns.",0.85
0004-separate-api-and-user-facing-applications.md,"('ministryofjustice', 'offender-management-architecture-decisions')",Security,"The ADR primarily discusses tooling choices for CI/CD processes without explicit reference to non-functional quality attributes such as performance, security, reliability, or scalability. It focuses on operational aspects like build and deployment workflows rather than system qualities.",0.2
0017-database-migrations.md,"('ministryofjustice', 'offender-management-architecture-decisions')",Primarily Functional,"The ADR primarily discusses the selection and implementation of an API specification based on existing standards (JSON:API) and does not reference any non-functional quality attributes such as performance, security, or scalability. It focuses on functional aspects like API design, compliance, and documentation, with no explicit or implied considerations of system qualities.",0.95
0004-content-negotiation.md,"('ministryofjustice', 'opg-data')",Primarily Functional,"The ADR primarily describes a naming pattern and URL structure for APIs, focusing on organizational and structural aspects rather than non-functional quality attributes. There is no explicit or implied reference to performance, security, reliability, or other quality attributes.",1.0
0008-flask-site-security.md,"('ministryofjustice', 'opg-lpa')",Scalability,"The ADR emphasizes Terraform's scalability as a core benefit, highlighting its ability to handle infrastructure management at scale through versioning, monitoring, and integration with CI/CD pipelines. While other attributes are mentioned, scalability is the most directly referenced quality attribute.",0.4
0003-github-source-control.md,"('ministryofjustice', 'opg-modernising-lpa-docs')",Security,"The ADR discusses the use of AWS KMS for managing encryption keys, which directly relates to protecting data confidentiality and integrity. The focus on encryption key management is a security concern, as it involves safeguarding sensitive information and controlling access to cryptographic keys.",0.85
0018-session-lifetime-and-session-based-cookies.md,"('ministryofjustice', 'opg-use-an-lpa')",Primarily Functional,"The ADR primarily discusses the choice of storage technology (AWS S3) for digital objects without referencing any non-functional quality attributes such as performance, security, or scalability. It focuses on a functional aspect—storage—without explicit or implied considerations of system qualities.",0.55
0003-run-kubernetes-locally.md,"('mlibrary', 'nebula')",Performance,The ADR discusses load balancing and the configuration of HAProxy servers to efficiently distribute network requests to Kubernetes worker nodes. This focus on optimizing request handling and resource utilization aligns with performance efficiency attributes.,0.85
0004-build-client-in-R.md,"('molgenis', 'molgenis-r-armadillo')",Compatibility,"The ADR primarily describes a functional capability—implementing an endpoint for uploading and loading RData files—without explicit reference to non-functional quality attributes such as performance, security, or scalability. It focuses on what the system should do rather than how well it should perform or other quality aspects.",0.2
0006-use-rdata-format-as-data-input.md,"('molgenis', 'molgenis-service-armadillo')",Reliability,"The ADR primarily addresses handling database corruption, which directly impacts the system's ability to perform its functions reliably. It discusses error detection, error handling, and recovery strategies, all of which are core aspects of reliability.",0.85
0002-database-corruption.md,"('mozilla', 'application-services')",Performance,"The ADR discusses data fetching strategies and visualization methods, emphasizing the efficiency of data retrieval and rendering performance, such as minimizing new state, avoiding unnecessary data storage, and ensuring quick response times. These considerations align closely with performance efficiency attributes.",0.75
0003-analysis-visualization-architecture-approach.md,"('mozilla', 'experimenter')",Performance,"The ADR explicitly discusses improving performance as a key driver, including reducing overhead, optimizing response times, and enhancing user experience by choosing options that lead to better performance (e.g., adopting HTMX for faster page loads and reduced network overhead). Although other quality attributes are touched upon, performance efficiency is the central concern driving the decision.",0.85
0010-transition-fxa-from-backbone-to-react.md,"('mozilla', 'fxa')",Primarily Functional,"The ADR primarily discusses choices related to CSS styling techniques and their integration, focusing on implementation details rather than explicit or implied non-functional quality attributes. It does not reference performance, reliability, security, maintainability, scalability, usability, portability, compatibility, observability, or testability directly or indirectly.",0.45
0017-switch-settings-auth-to-sessiontoken.md,"('mozilla', 'fxa')",Security,"The ADR primarily addresses concerns related to authentication mechanisms, specifically evaluating the security implications of deprecating Hawk in favor of using session tokens over TLS. The decision is driven by security considerations, such as protecting personal information and mitigating risks associated with token exposure.",0.85
0021-use-internjs-testing.md,"('mozilla', 'fxa')",Primarily Functional,"The ADR primarily discusses a data storage solution and associated UI/access management considerations, but does not explicitly or implicitly reference any specific quality attributes such as performance, security, reliability, or others. The focus is on choosing a technology to overcome storage limits and facilitate data management, which pertains to functional requirements.",0.55
0003-use-eks-cluster-as-default-container-platform.md,"('mozilla', 'sre-adrs')",Performance,"The ADR discusses implementing a simple serialization scheme to facilitate data passing across the FFI boundary, prioritizing safety and simplicity over performance. While the main focus is on safety and simplicity, the serialization approach directly impacts how efficiently data is transferred and processed, which relates to performance efficiency. The decision explicitly mentions that this approach has non-trivial performance costs, indicating an awareness of performance implications, thus aligning with the Performance Efficiency category.",0.7
0006-wrapping-types.md,"('mozilla', 'uniffi-rs')",Portability,"The ADR discusses the design of network infrastructure components (public and private subnets) within a VPC, focusing on how these components are organized and provisioned across different availability zones. This relates to the system's ability to be deployed and transferred across different environments or cloud regions, which aligns with portability considerations.",0.3
0004-prometheus-and-alertmanager-monitoring-and-alerting.md,"('mozmeao', 'infra')",Maintainability,"The ADR primarily discusses architectural changes aimed at improving the system's maintainability, such as moving templates and images into dedicated Django models to facilitate validation, reduce duplication, and improve the admin UI. These modifications are focused on making the system easier to modify, extend, and maintain over time.",0.7
0005-frequency-capping.md,"('mozmeao', 'snippets-service')",Primarily Functional,"The ADR primarily discusses the structural design of the API and CRD configuration, focusing on how components interact and are configured rather than specifying performance, security, or other quality attributes. There is no explicit or implied mention of non-functional requirements; it centers on functional aspects like resource management and operational procedures.",0.45
0004-only-for-aiven.md,"('nais', 'kafkarator')",Performance,"The ADR emphasizes operational aspects such as deployment, integration, security, and management features that impact the system's efficiency and performance in deployment and runtime. The focus on supporting CD, reducing downtime, and integration with security and data services suggests an underlying concern with how effectively the system performs and utilizes resources during operation.",0.65
Messaging choice.md,"('namitms', 'FindMeFoodTrucks')",Security,"The ADR primarily discusses authentication mechanisms, identity management, and security considerations related to user access and machine client authentication, which are core aspects of security as a quality attribute.",0.8
0018-govkuk-notify-staging-configuration.md,"('nationalarchives', 'tdr-dev-documentation')",Primarily Functional,"The ADR primarily discusses a URL scheme change to support different transfer types, focusing on functional aspects like URL structure and accessibility. It does not reference any non-functional quality attributes such as performance, security, or scalability.",0.9
0021-service-unavailable-page.md,"('nationalarchives', 'tdr-dev-documentation')",Primarily Functional,"The ADR primarily addresses the functional behavior of hostname resolution and connection ordering, focusing on how the client library performs host resolution and connection attempts. It does not specify or imply any non-functional quality attributes such as performance, security, or scalability.",0.55
ADR-12.md,"('nats-io', 'nats-architecture-and-design')",Security,"The ADR discusses configuring connection options related to security aspects such as OCSP checking, TLS verification, and server TLS cert pinning, which are directly related to system security attributes.",0.85
0005-use-the-fastapi-web-framework.md,"('navikt', 'nada-kafkarator')",Compatibility,"The ADR primarily discusses the choice of automation tools for server provisioning, focusing on functional aspects such as tool compatibility and process automation. It does not explicitly reference or imply any non-functional quality attributes like performance, security, or scalability.",0.5
0005-avoiding-test-doubles.md,"('ngarbezza', 'testy')",Maintainability,"The ADR primarily discusses architectural decisions related to data sharing and database usage without referencing any non-functional quality attributes such as performance, security, or scalability. It focuses on the structural and functional aspects of database sharing within the system, indicating a functional concern.",0.2
009-proxy_limiting.md,"('nhsd-exeter', 'dos-capacity-status-api')",Security,"The ADR explicitly discusses implementing basic authentication to restrict access to environments, which directly relates to security concerns such as access control and protection against unauthorized access.",0.8
0013-remove-google-sitelinks-searchbox-metadata.md,"('nhsuk', 'connecting-to-services')",Security,"The ADR explicitly discusses implementing basic authentication to restrict access to environments, which directly relates to security concerns such as access control, confidentiality, and protecting resources from unauthorized access.",0.85
0004-use-elasticsearch-for-search.md,"('nhsuk', 'gp-finder')",Primarily Functional,"The ADR primarily discusses a functional decision to store and display contact information locally for specific CCGs due to missing identifiers. It does not reference any non-functional quality attributes such as performance, security, reliability, or others. The focus is on a functional workaround rather than system qualities.",0.4
0008-do-not-use-local-data-for-ccgs.md,"('nhsuk', 'mental-health-service-finder')",Testability,"The ADR primarily discusses the selection and use of a templating system (Handlebars) for building prototypes, focusing on functional aspects such as markup rendering and logic encoding. It does not explicitly reference or imply any non-functional quality attributes like performance, security, or scalability.",0.25
0003-use-npm-scripts-and-gulp-for-running-tasks.md,"('nhsuk', 'nhsuk-prototype-kit-version-one')",Maintainability,"The ADR focuses on implementing pre-commit hooks to enforce code quality standards, which directly relates to the ease of maintaining and modifying the codebase. It emphasizes automating quality checks to improve ongoing code management, rather than performance, security, or scalability concerns.",0.75
002-code_formatter.md,"('nicfix', 'py-ddd-cqrs-microservice-boilerplate')",Primarily Functional,"The ADR primarily discusses a documentation formatting decision—using absolute paths for images in README files—without referencing any non-functional quality attributes such as performance, security, reliability, or others. It focuses solely on a functional aspect related to documentation practices.",1.0
0010-integration-tests.md,"('nicoespeon', 'abracadabra')",Portability,"The ADR primarily discusses packaging and distribution strategies, focusing on how the software will be delivered and installed rather than on system qualities like performance, security, or usability. It does not reference or imply any non-functional quality attributes.",0.7
0009-help-scripts.md,"('npryce', 'adr-tools')",Testability,"The ADR primarily discusses a structural change to how data (shards) are labeled and identified, specifically adding an event type to filenames. It focuses on the functional aspect of data organization and parsing, with no explicit or implied reference to non-functional quality attributes such as performance, security, or usability.",0.25
0004-store-shards-in-time-stamped-directories-and-files.md,"('npryce', 'pottery')",Maintainability,"The ADR emphasizes ease of iteration and minimal interference from the framework, which relates to how easily the system can be modified and maintained. Tailwind's utility-first approach aims to streamline styling workflows, impacting the maintainability of the codebase.",0.7
0017-preservation-strategy.md,"('nulib', 'meadow')",Primarily Functional,"The ADR primarily describes a routing and storage strategy for IIIF manifests, focusing on how requests are handled and where data is stored. It does not explicitly mention or imply any non-functional quality attributes such as performance, security, or reliability. The decision centers on functional aspects like data placement and request routing, which are operational rather than quality attributes.",0.55
0003-consensus-runtime-token-transfer.md,"('oasisprotocol', 'oasis-core')",Primarily Functional,"The ADR primarily describes a standard process for generating account keys using well-established cryptographic standards (BIP-0039, SLIP-0010, BIP-0044). It does not explicitly or implicitly reference any non-functional quality attributes such as performance, reliability, security, maintainability, scalability, usability, portability, compatibility, observability, or testability. The focus is on interoperability and standardization rather than system qualities.",1.0
0004-runbooks-and-checklists.md,"('ockam-network', 'ockam')",Portability,"The decision to switch from a relational database (Postgres) to MongoDB emphasizes considerations related to environment transferability and adaptability. The ADR discusses the need to evaluate data storage solutions based on their suitability for different environments, which aligns with portability attributes such as environment neutrality and ease of migration.",0.4
0016-documentation-structure.md,"('open-voice-network', 'docs')",Primarily Functional,"The ADR primarily discusses the selection and characteristics of Kafka as a messaging middleware, focusing on its suitability, semantics, and operational considerations. It does not explicitly reference or imply any non-functional quality attributes such as performance, security, reliability, or others. The decision is centered on functional aspects like messaging patterns and system compatibility rather than quality attributes.",0.35
0021-kafka-as-messaging-middleware.md,"('open-voice-network', 'docs')",Primarily Functional,"The ADR primarily discusses the implementation of a simple component that invokes user-defined functions to perform routing, transformation, and management tasks without explicit reference to non-functional quality attributes. The focus is on functional behavior aligned with enterprise integration patterns, and no specific quality attributes such as performance, security, or reliability are mentioned or implied.",0.55
0004-ressource-level-lifetime.md,"('openkfw', 'TruBudget')",Primarily Functional,"The ADR primarily describes system setup, node management, and security procedures related to network and key management, without explicit reference to system performance, reliability, security (beyond key encryption), or other quality attributes. While security is implicitly involved in key encryption, the ADR does not explicitly address security as a quality attribute but rather as a mechanism for confidentiality. Therefore, the main concern is functional: how the system manages nodes, organizations, and keys.",0.8
0012-use-postgresql.md,"('openlobby', 'openlobby-server')",Maintainability,"The ADR primarily discusses the design and implementation of a styleguide, focusing on UI consistency, usability, and developer convenience. It emphasizes visual and interaction standards rather than system qualities like performance, security, or reliability.",0.4
