ADR,Organization-Project,primary_category,explanation,max_confidence_value
0009-supported-python-versions-containers.md,"('elifesciences', 'tech-team')",Design Decisions,"The ADR focuses on the abstraction and organization of hardware interfaces through the definition of HAL and driver layers, which pertains to the logical structuring and decomposition of system components. It discusses how different layers interact and abstract hardware details, characteristic of design-level decisions.",0.85
0008-virtual-platform-as-mediator-pattern.md,"('embvm', 'embvm-core')",Implementation Decisions,"The ADR focuses on specific build system configurations and how to handle include directories and compiler options, which are internal implementation details rather than high-level architectural or organizational choices. It discusses technical mechanisms for managing build instructions and includes, characteristic of implementation-level decisions.",0.95
0003-AWX-for-dlp-automation.md,"('emory-libraries', 'dlp-curate')",Technology Decisions,"The ADR focuses on adopting a specific technical standard (ERC-1888) to improve the certificate transfer process, which is a clear technology selection decision involving standards and protocols.",0.7
0012-device-registries.md,"('energywebfoundation', 'origin')",Design Decisions,"The ADR primarily discusses modifications to the search implementation, including how results are flattened and remodelling of data structures, which pertains to the logical organization and structure of the system's search functionality. It involves changes to how data is processed and presented, aligning with design decisions about data organization and system behavior.",0.75
0003-reanalysis-in-terms-of-ux-issues.md,"('geeksforsocialchange', 'PlaceCal')",Design Decisions,"The ADR discusses the structure and organization of API function signatures, specifically how optional parameters are represented and passed within the system. This pertains to the logical design and interface organization of the API, which falls under design decisions related to system structure and API patterns.",0.85
2018-10-30-storage-metadata-fields-and-optional.md,"('googleapis', 'google-cloud-cpp')",Design Decisions,"The ADR describes transforming the system's user interface into WYSIWYG blocks, involving porting templates, rendering components, and editing in-place, which are core aspects of system structure and UI organization.",0.85
adr-0003-wysiwyg-blocks-architecture.md,"('greenpeace', 'planet4-docs')",Design Decisions,"The ADR primarily discusses a new syntax and methodology for structuring CSS variables within SCSS, focusing on how to organize and generate CSS code for theming purposes. It involves structuring code for better readability and maintainability, which pertains to the logical organization and design of the CSS architecture.",0.75
003-package-manager.md,"('guardian', 'cdk')",Organizational/Process Decisions,"The ADR describes establishing a formal process for conducting technical reviews of third-party integrations, including defining a format, responsibilities, and procedural steps. This pertains to team workflows and decision-making processes rather than system design, technology selection, or infrastructure.",0.75
005-monorepo.md,"('guardian', 'dotcom-rendering')",Design Decisions,"The ADR focuses on organizing how components and content rendering are structured and demonstrated, specifically through the use of Storybook for component visualization and documentation. This pertains to the logical organization and presentation of system components, aligning with design and component structuring decisions.",0.75
012-amp.md,"('guardian', 'dotcom-rendering')",Technology Decisions,"The ADR focuses on choosing a specific library (Preact) as a replacement for React, which is a technology selection decision involving frameworks and libraries.",0.8
017-javascript-loading.md,"('guardian', 'dotcom-rendering')",Design Decisions,"The ADR primarily discusses the implementation of a 'click to view' system, which involves structuring how third-party embedded content is handled, including overlays, hydration, and conditional rendering. These are architectural concerns related to the logical organization and behavior of the system components responsible for embedding and controlling third-party content, fitting within design decisions about system structure and component interactions.",0.75
10-architecture-diagrams.md,"('guardian', 'editions')",Organizational/Process Decisions,"The ADR primarily discusses strategies for organizing work, including branching and release processes, team responsibilities, and deployment workflows, which are characteristic of organizational and process-level decisions rather than purely technical or architectural design choices.",0.75
0002-continuous-integration.md,"('guttih', 'island.is-glosur')",Design Decisions,"The ADR primarily concerns selecting a static site generator (SSG) that aligns with project requirements such as markdown support, customization, and technical direction. This decision impacts the system's structure and the choice of tools used to build the system's documentation and content presentation, which are core aspects of system design.",0.85
0003-css.md,"('guttih', 'island.is-glosur')",Technology Decisions,"The ADR primarily concerns selecting specific protocols (OAuth 2.0 and OpenID Connect) for authentication and authorization, which are technology standards and frameworks. The decision revolves around choosing established protocols based on their features, security, and compatibility, fitting squarely within technology selection rather than broader architectural or organizational categories.",0.85
0007-placement-support.md,"('hamlet-io', 'architectural-decision-log')",Others,"The ADR primarily addresses handling concurrency to ensure data consistency, integrity, and system resilience under concurrent operations, which are non-functional requirements related to system qualities like reliability and correctness.",0.6
0003-separate-validation-load.md,"('hathitrust', 'holdings-backend')",Design Decisions,"The ADR focuses on structuring code for extendability and flexibility through the use of interfaces, traits, and contracts, which are architectural constructs related to system organization and component design.",0.85
0004-Setting_up_vault_as_a_cert_auth.md,"('hmcts', 'cnp-design-documentation')",Organizational/Process Decisions,"The ADR primarily discusses developer workflows, branching strategies, code review processes, and deployment strategies, which are organizational and process-related decisions affecting how development and deployment are managed.",0.75
0004-add-contact-and-welsh-information-links-into-footer.md,"('hmrc', 'play-frontend-hmrc')",Technology Decisions,"The ADR primarily discusses the automation and process of creating and publishing webjars, which involves selecting and implementing specific tools and workflows within the deployment pipeline. It focuses on how to technically achieve the goal of automating webjar creation and publishing, rather than on system structure, team organization, or non-functional qualities.",0.75
0003-use-markdown-architectural-decision-records.md,"('hmrc', 'tracking-consent-frontend')",Organizational/Process Decisions,"The ADR discusses a decision related to how consent data is modeled and managed, emphasizing simplicity, clarity, and consistency with organizational standards. It involves a process-level decision about data handling and policy rather than technical implementation or infrastructure.",0.7
0005-alpha1-is-last-major-go-release.md,"('holochain', 'holochain-rust')",Design Decisions,"The ADR focuses on creating a custom Distributed Hash Table (DHT) implementation, which pertains to the system's structural and organizational aspects, specifically the architecture of the distributed data storage component. It involves decisions about the system's internal structure, routing, and data management strategies, characteristic of design-level decisions.",0.85
003-prefer-multiple-config-files.md,"('hugolhafner', 'analytics-server')",Organizational/Process Decisions,"The ADR focuses on defining a shared understanding of 'done' within the team, emphasizing communication, specifications, and process alignment rather than technical or architectural choices. It pertains to team practices and workflows to ensure consistent delivery, which aligns with organizational and process decisions.",0.75
0048-template-generator.md,"('huifenqi', 'arch')",Design Decisions,"The ADR focuses on feature toggles, which are mechanisms to enable or disable features or resources within the system. This pertains to the logical organization and configuration of system features, aligning with design-level decisions about system behavior and modularity.",0.75
0010-terraform-backend-in-module.md,"('hyprnz', 'terraform-aws-dynamodb')",Organizational/Process Decisions,"The ADR primarily discusses the process of creating and managing monitoring dashboards, including feature flags, customization options, and the associated workflows for users and developers. It focuses on operational practices and procedures rather than system structure, technology choices, or infrastructure specifics.",0.6
0009-msk-client-instance.md,"('hyprnz', 'terraform-aws-msk-module')",Design Decisions,"The ADR primarily discusses a decision about the choice of programming language and tooling (TypeScript vs. ESLint configuration), which impacts the structure and organization of the codebase. It involves evaluating the benefits and drawbacks of adopting TypeScript, a design choice that influences how the system is organized and developed.",0.85
0004-yarn-npm-pnpm-and-docker.md,"('iampeterbanjo', 'iampeterbanjo.com')",Design Decisions,"The ADR discusses schema definitions, type generation, validation, and the approach to modeling data structures in the system, which are core aspects of the system's logical organization and structure. It considers how to implement and manage data schemas and types, aligning with design-level concerns.",0.75
20191026 arch.md,"('ijmccallum', 'life-dashboard')",Design Decisions,"The ADR primarily discusses the separation of logic between CDH and ETL services, focusing on system organization and responsibilities, which pertains to the logical structure and component boundaries within the architecture.",0.85
0003-uploaders.md,"('influx6-prive', 'cdh-adrs')",Design Decisions,"The ADR primarily focuses on the logical organization and structure of the ETL system, specifically how data feeds are managed, queried, and synchronized. It details the creation of database tables, their relationships, and the operational flow for data retrieval and event handling, which are core aspects of system architecture design.",0.75
adr-007-error.md,"('informalsystems', 'ibc-rs')",Design Decisions,"The ADR focuses on the logic and process of detecting conflicts and misbehavior in a light client setup, which pertains to the system's structural and behavioral design. It describes modules like detection, publisher, and address book, and their interactions, which are core to the system's architecture. While it mentions verification and potential publishing mechanisms, the main emphasis is on how the system is organized to detect and handle conflicts, aligning with design considerations.",0.75
adr-003-light-client-core-verification.md,"('informalsystems', 'tendermint-rs')",Design Decisions,"The ADR primarily focuses on defining the architecture of an RPC client subscription mechanism, including entities like `Subscription`, `Event`, and their interaction models, which relate to system structure, concurrency, and interfaces. It details how components are organized and interact, which aligns with design decisions concerning system structure and behavior.",0.85
cx-server-in-container.md,"('jchaudhu', 'SAP-Cloud')",Technology Decisions,"The ADR primarily discusses leveraging Kubernetes features to support autoscaling, which involves selecting and configuring specific technology platforms and features. The focus is on how Kubernetes is used to implement scaling behavior, indicating a technology choice rather than a purely architectural or organizational decision.",0.7
state-management.md,"('jdanil', 'skunkworks')",Technology Decisions,"The ADR discusses integrating Terraform with kops to deploy and manage Kubernetes clusters, which pertains to the selection and application of specific tools and platforms for infrastructure provisioning.",0.7
0003-doc-about-platform.md,"('jmoratilla', 'devops-challenge')",Others,"The ADR focuses on resilience and fault tolerance mechanisms, which are primarily related to system qualities such as availability, reliability, and robustness. The detailed considerations about monitoring, network security, SSL certificates, and logs aim to enhance the system's non-functional qualities, making 'Quality Attribute Decisions' the most appropriate primary category.",0.4
0011-use-a-ci-cd-tool-to-ease-provisioning-workflow.md,"('jmoratilla', 'sre-challenge')",Technology Decisions,"The ADR discusses a specific implementation detail related to MongoDB stream versioning, including how consistency is managed via stream versions and how this impacts the system's behavior. It focuses on the technical approach to handling event stream versions, which aligns with selecting and managing technologies or data storage mechanisms.",0.7
0004-mongodb-datetime-representation.md,"('johanhaleby', 'occurrent')",Technology Decisions,"The ADR explicitly discusses choosing MongoDB as the data storage technology for the Operation API, which directly pertains to selecting a specific technology platform or database system.",0.8
0006-post-signalr-directly-from-mgcc.md,"('kakarotto67', 'mlmc')",Design Decisions,"The ADR focuses on modifying the backend API to enable search functionality for events, involving changes to data indexing, search logic, and API structure. These are core architectural concerns related to system structure and data handling, fitting within architecture design decisions.",0.7
0002-replace-username-with-email.md,"('kartevonmorgen', 'rfcs')",Technology Decisions,"The ADR primarily concerns the selection and use of CircleCI as a continuous integration and deployment tool, which falls under technology choices related to tools and platforms.",0.8
0004-use-dapper-for-data-access.md,"('kbremner', 'read-more-api')",Design Decisions,"The ADR focuses on the architectural organization of responsibilities between Controllers and a service layer, which pertains to the logical structuring and decomposition of system components. It discusses the separation of concerns and layering, which are core aspects of design decisions.",0.85
008. Artifact-based deployment.md,"('kconner', 'godspeed-you-blocked-developer')",Design Decisions,"The ADR primarily discusses the implementation details of concrete map operations within the KEVM framework, focusing on how to support and optimize map functionalities such as lookup, update, and concatenation. These are core to the logical structure and behavior of the system's data handling, which aligns with design decisions related to data modeling and component behavior.",0.85
2018-09-03-Owise-encoding.md,"('kframework', 'kore')",Design Decisions,"The ADR discusses a specific approach to handling 'not' terms and configuration left-overs within a proof or rewriting system, focusing on the logical structure and simplification strategies. This pertains to the organization and decomposition of the system's handling of logical constructs, which aligns with design-level decisions about system behavior and structure.",0.75
0004-divide-the-system-into-4-modules.md,"('kgrzybek', 'modular-monolith-with-ddd')",Design Decisions,"The ADR explicitly discusses the architectural style (2-layered architecture) and how it is applied to handle read operations within the system, which directly pertains to the system's structural organization and layering.",0.85
2018-07-06_control-server-api.md,"('kolide', 'launcher')",Design Decisions,"The ADR discusses the structural organization of object graphs tailored for different use cases (code generation and serialization). This pertains to how the system's components and data structures are organized and accessed, which aligns with design and structural decisions in software architecture.",0.85
dr-011-Jaeger_as_a_tracing_back-end.md,"('kyma-project', 'community')",Design Decisions,"The ADR focuses on decomposing a monolithic application into separate services, which pertains to the logical organization, structure, and modularization of the system. It discusses splitting functionalities into distinct services, exposing them via ingress, and managing their interactions, all of which are core aspects of system design and architecture structure.",0.85
dr-018-Knative_based_Kyma_eventing.md,"('kyma-project', 'community')",Design Decisions,"The ADR discusses choosing Yeoman as a template generator to automate the creation of templates, which pertains to the logical organization and structuring of the system's generation process. It focuses on the decision of selecting a specific tool or approach for template generation, which aligns with design-level considerations rather than technology, infrastructure, or process decisions.",0.75
0003-use-cleveref.md,"('latextemplates', 'generator-latex-template')",Design Decisions,"The ADR focuses on the separation of data and metadata within the system's data model, which pertains to the logical organization and structure of data objects. It discusses how to organize data components to improve performance and reduce complexity, aligning with design-level concerns.",0.85
0003-Sample-objects-implemented-as-domain-range-tuple.md,"('latis-data', 'latis3')",Design Decisions,"The ADR focuses on the architectural approach to building an abstracted data source and gateways, which pertains to the system's structure, organization, and data modeling. It discusses how to design the data access layer to accommodate future external data sources, aligning with design and structural considerations.",0.85
ipc-between-wm-and-menu.md,"('lcarsde', 'lcarsde')",Design Decisions,"The ADR focuses on defining the structure and organization of data schemas within the code, specifically the decision to use arrays for schema mapping in PHP. This pertains to the logical organization and data modeling aspects of the system's architecture, which aligns with design decisions related to data structures and schema representation.",0.85
0004-use-arrays-for-mapping-schema.md,"('lcobucci', 'kafka')",Design Decisions,"The ADR focuses on defining a dedicated health-check endpoint and the patterns used for fault detection (heartbeat and dummy messages), which relate to the system's structure and how components interact and monitor each other. These are architectural concerns about system organization and component interactions.",0.75
005 Service readiness checks.md,"('ldynia', 'archcolider')",Design Decisions,"The ADR focuses on the structure and organization of a feedback system, including how feedback and surveys are integrated, stored, and managed within the application. It discusses system components, their interactions, and the overall architecture of the feedback feature, which aligns with design decisions related to system structure and organization.",0.75
adr004-module-export-structure.md,"('liatrio', 'backstage-internal')",Design Decisions,"The ADR discusses choosing an architectural pattern (MVVM) for Android development, which pertains to the logical organization and structure of the system, characteristic of design decisions.",0.85
0004-mvvm-for-android-development.md,"('linagora', 'linshare-mobile-android-app')",Design Decisions,"The ADR focuses on creating a 'DownloadingRepository' to manage download tasks, which pertains to the logical organization and structure of the system components involved in download management. It addresses how download tasks are managed and referenced, which is a core aspect of system architecture design.",0.85
0004-upgrade-file-picker-library-version.md,"('linagora', 'linshare-mobile-flutter-app')",Design Decisions,"The ADR describes a specific approach to implementing offline mode by making individual files available offline, which pertains to the system's logical organization and data handling strategy. It involves decisions about how data (files and folders) are stored, accessed, and managed locally, aligning with design and data modeling considerations.",0.85
0004-project-license-scheme.md,"('llowder', 'pupperware-party')",Technology Decisions,The ADR explicitly discusses the choice of specific tools and services—AWS CodePipeline and CodeBuild—in place of Jenkins. This decision pertains directly to the selection of technologies and platforms used in the CI/CD process.,0.7
0003-start-with-aws-codepipeline-and-codebuild.md,"('lorenzo-deepcode', 'buildit-all')",Crosscutting Concerns Decisions,"The ADR explicitly discusses security-related aspects, including token validation, security implications, and the handling of identity tokens, which directly relate to security architecture considerations.",0.3
0007-azure-pipeline-security-model.md,"('marain-dotnet', 'Marain.Instance')",Organizational/Process Decisions,"The ADR primarily discusses the structural organization of the codebase, repository management, and plugin architecture, which are related to team and project organization, workflows, and development processes rather than core architectural patterns or technology choices.",0.6
2018121201-stop-using-registers-in-processor.md,"('michelezamuner', 'smjs')",Design Decisions,"The ADR primarily addresses the logical organization and structure of data representations within the system, such as defining `Data` as a list of `DataUnit`, simplifying concepts like size and address, and establishing core interfaces. These are fundamental to the system's architecture and data modeling, fitting within the scope of design decisions.",0.85
017-Variable-Naming.md,"('ministryofjustice', 'cloud-platform')",Technology Decisions,"The ADR primarily discusses the selection and configuration of cloud infrastructure components, specifically the use of Amazon EKS for container orchestration, along with related infrastructure choices such as node instance types, networking, and deployment environment. While it touches on some design and operational aspects, the core focus is on selecting and configuring cloud platform technologies.",0.7
024-SSO-for-CP-Team-to-access-AWS.md,"('ministryofjustice', 'cloud-platform')",Technology Decisions,"The ADR discusses specific Kubernetes configuration parameters, such as CPU requests and limits, and their impact on system behavior. These are technical choices related to the deployment platform and resource management, fitting squarely within technology decisions.",0.7
0010-decoupling-pact-tests-from-test-data.md,"('ministryofjustice', 'court-case-service')",Design Decisions,"The ADR primarily addresses how the email notifications are structured and sent, focusing on the organization and handling of email content and attachments within the existing system. It discusses options for email composition and delivery, which are aspects of system structure and behavior, characteristic of design decisions.",0.85
0010-testing-the-editor-pipeline.md,"('ministryofjustice', 'form-builder')",Others,"The ADR explicitly discusses prioritizing consistency over availability, which directly pertains to a non-functional quality attribute related to system reliability and correctness under failure conditions.",0.6
0003-use-git-commits-to-explain-our-work.md,"('ministryofjustice', 'hmpps-interventions-docs')",Crosscutting Concerns Decisions,"The ADR focuses on establishing a consistent code style and enforcing code quality standards across the development process, which impacts multiple parts of the system such as code quality, style, and error detection mechanisms. These are typical concerns related to crosscutting aspects like code quality and tooling.",0.9
0012-use-feature-flags-for-in-progress-features.md,"('ministryofjustice', 'hmpps-interventions-ui')",Technology Decisions,"The ADR explicitly discusses the selection of GitHub Actions as the CI/CD runner, which pertains to choosing a specific technology platform for continuous integration and deployment. The decision centers on the technology platform rather than system structure, deployment environment, organizational process, or quality attributes.",0.85
0004-use-bash-node-python-as-core-languages.md,"('ministryofjustice', 'modernisation-platform')",Technology Decisions,"The ADR explicitly discusses the selection of a specific technology solution, AWS Secrets Manager, for secrets storage. This decision pertains directly to choosing a technology platform and service, which aligns with the 'Technology Decisions' category.",0.85
0004-separate-api-and-user-facing-applications.md,"('ministryofjustice', 'offender-management-architecture-decisions')",Technology Decisions,"The ADR explicitly states the choice of CircleCI as the tooling for continuous integration and deployment, which directly pertains to selecting specific technologies and platforms for these tasks.",0.85
0017-database-migrations.md,"('ministryofjustice', 'offender-management-architecture-decisions')",Technology Decisions,"The ADR primarily discusses selecting and implementing an API specification standard (JSON:API) and leveraging existing specifications and standards. It focuses on choosing a technology standard and aligning with mature specifications, which aligns with technology decision-making.",0.7
0004-content-negotiation.md,"('ministryofjustice', 'opg-data')",Design Decisions,"The ADR focuses on establishing a domain structure and naming pattern for APIs, which pertains to the logical organization and structure of the system's API endpoints and their naming conventions. This aligns with design decisions related to system structure, components, and interfaces.",0.85
0008-flask-site-security.md,"('ministryofjustice', 'opg-lpa')",Technology Decisions,"The ADR primarily discusses the selection and use of Terraform as a tool for managing infrastructure as code, which aligns with technology selection and platform choices.",0.7
0003-github-source-control.md,"('ministryofjustice', 'opg-modernising-lpa-docs')",Technology Decisions,"The ADR explicitly discusses the use of AWS KMS for managing encryption keys, which pertains to the selection and use of a specific technology platform and service. It does not primarily focus on system structure, deployment environment, organizational processes, or quality attributes, but rather on choosing a particular technology solution for key management.",0.85
0018-session-lifetime-and-session-based-cookies.md,"('ministryofjustice', 'opg-use-an-lpa')",Technology Decisions,"The ADR explicitly states the decision to use Amazon S3 for storage, which pertains directly to the selection of a specific technology platform or service. This clearly falls under technology choices rather than other categories.",0.85
0003-run-kubernetes-locally.md,"('mlibrary', 'nebula')",Infrastructure Decisions,"The ADR focuses on dedicating separate HAProxy machines for load balancing Kubernetes, which pertains to deployment environment, hosting, and network infrastructure setup. It discusses physical or virtual machines, their configuration, and their role as gateways, aligning with infrastructure concerns.",0.7
0004-build-client-in-R.md,"('molgenis', 'molgenis-r-armadillo')",Technology Decisions,"The ADR focuses on implementing a specific data input format (RData) and associated endpoints within a service, which pertains to the selection and integration of data formats and communication mechanisms. This aligns with technology choices related to data standards and service interfaces.",0.7
0006-use-rdata-format-as-data-input.md,"('molgenis', 'molgenis-service-armadillo')",Constraints,"The ADR primarily addresses a specific operational constraint related to handling database corruption, including the conditions under which a database should be deleted and the error detection mechanisms. It does not focus on system structure, technology choices, organizational processes, quality attributes, crosscutting concerns, or implementation details, but rather on a mandatory operational policy driven by business and system constraints.",0.7
0002-database-corruption.md,"('mozilla', 'application-services')",Design Decisions,"The ADR primarily discusses how data will be fetched and visualized within the system, focusing on the structure and integration of frontend components and data flow. It involves choices about component reuse, embedding Svelte into React, and the overall approach to visualization, which are core to the system's architecture and component organization.",0.75
0003-analysis-visualization-architecture-approach.md,"('mozilla', 'experimenter')",Design Decisions,"The ADR primarily discusses the approach to developing web pages using HTMX, a front-end technology, and how it integrates with existing UI frameworks like React. The focus is on choosing a development approach and architecture pattern for the user interface, which aligns with design decisions related to system structure and component organization.",0.85
0010-transition-fxa-from-backbone-to-react.md,"('mozilla', 'fxa')",Design Decisions,"The ADR primarily discusses the choice of CSS variables and SCSS as a styling architecture, focusing on how styles are organized, structured, and applied across the system. It addresses the overall styling approach, including the use of CSS variables, SCSS, and their combination, which directly relates to the logical organization and structure of styles in the system.",0.85
0017-switch-settings-auth-to-sessiontoken.md,"('mozilla', 'fxa')",Technology Decisions,"The ADR documents a specific decision to deprecate the use of Hawk authentication, which is a strategic choice affecting the authentication approach within the system. It clearly falls under the category of a decision about the authentication method, which is a type of architectural decision.",0.7
0021-use-internjs-testing.md,"('mozilla', 'fxa')",Technology Decisions,"The ADR primarily discusses the selection of a specific technology (Google Cloud Firestore) to address the data storage and management needs of the subscription platform, including considerations like access management, UI, and deployment implications. The core focus is on choosing an appropriate technological solution rather than on system structure, organizational processes, or constraints.",0.85
0003-use-eks-cluster-as-default-container-platform.md,"('mozilla', 'sre-adrs')",Design Decisions,"The ADR focuses on how to pass complex data types across the FFI boundary, which pertains to the system's data organization and serialization approach. It discusses serialization schemes and their implementation, which directly influence the logical structure and data modeling within the system, characteristic of design decisions.",0.85
0006-wrapping-types.md,"('mozilla', 'uniffi-rs')",Infrastructure Decisions,"The ADR focuses on the design and configuration of network infrastructure components within AWS, specifically the creation and management of VPC subnets, which are deployment environment considerations. It discusses subnet segmentation, IP address allocation, and the implications for deployment architecture, aligning closely with infrastructure-level decisions.",0.7
0004-prometheus-and-alertmanager-monitoring-and-alerting.md,"('mozmeao', 'infra')",Design Decisions,"The ADR primarily discusses transforming the system's data structures and models, specifically moving from template blobs to structured Django models, which directly relates to the logical organization and data modeling of the system.",0.85
0005-frequency-capping.md,"('mozmeao', 'snippets-service')",Design Decisions,"The ADR primarily discusses the design of a custom Kubernetes resource (CRD) to configure Kafka topics and access, and how the system interacts with this design. It focuses on the structure and organization of the API and its integration with Kubernetes, which aligns with architectural design considerations.",0.75
0004-only-for-aiven.md,"('nais', 'kafkarator')",Technology Decisions,"The ADR focuses on selecting a specific compute service (Azure App Services) based on its features, capabilities, and integration options. This decision pertains to choosing a technology platform to host the application, which aligns with technology selection rather than architectural structure or organizational processes.",0.85
Messaging choice.md,"('namitms', 'FindMeFoodTrucks')",Technology Decisions,"The ADR primarily discusses the selection and configuration of an authentication technology (Keycloak) and related infrastructure components, which falls under technology choices and implementation details.",0.8
0018-govkuk-notify-staging-configuration.md,"('nationalarchives', 'tdr-dev-documentation')",Design Decisions,"The ADR focuses on a structural change in the URL scheme to differentiate types of transfers, which pertains to the system's logical organization and URL routing structure. It involves modifying the system's design to support distinct workflows and accessibility, characteristic of design-level decisions.",0.85
0021-service-unavailable-page.md,"('nationalarchives', 'tdr-dev-documentation')",Design Decisions,"The ADR primarily addresses the logic and behavior of hostname resolution and connection ordering within the client library, which pertains to the system's structure and flow. It specifies how the client should perform host resolution, randomization, and connection attempts, all of which are aspects of the system's design and operational logic.",0.85
ADR-12.md,"('nats-io', 'nats-architecture-and-design')",Technology Decisions,"The ADR primarily discusses encoding connection parameters, URL structures, and configuration options for client connections to NATS servers. These are technical specifications related to how the system is configured and connected, which aligns with technology selection and configuration rather than high-level design, organizational, or infrastructure concerns.",0.75
0005-use-the-fastapi-web-framework.md,"('navikt', 'nada-kafkarator')",Technology Decisions,"The ADR primarily concerns the selection of a specific technology (Ansible) over another (Terraform) for automated VM provisioning, which directly relates to choosing tools and platforms.",0.8
0005-avoiding-test-doubles.md,"('ngarbezza', 'testy')",Technology Decisions,"The ADR primarily discusses the decision to share and use a specific database within the system, which involves selecting and configuring the database as part of the system's architecture. It focuses on the data storage component and its integration, aligning with technology choices related to data management.",0.7
009-proxy_limiting.md,"('nhsd-exeter', 'dos-capacity-status-api')",Crosscutting Concerns Decisions,"The ADR explicitly discusses implementing basic authentication to restrict access to certain environments, which directly pertains to security mechanisms and access control, fitting within the 'Crosscutting Concerns Decisions' category, specifically related to security.",0.5
0013-remove-google-sitelinks-searchbox-metadata.md,"('nhsuk', 'connecting-to-services')",Crosscutting Concerns Decisions,"The ADR explicitly discusses implementing basic authentication to restrict access to environments, which directly pertains to security mechanisms and access control, fitting within the 'Crosscutting Concerns Decisions' category, specifically related to security.",0.5
0004-use-elasticsearch-for-search.md,"('nhsuk', 'gp-finder')",Constraints,The ADR discusses a temporary workaround due to missing data (lack of ODS codes) and the need to store contact information locally as a mandatory condition until central data is available. This reflects a constraint imposed by external business or system limitations.,0.7
0008-do-not-use-local-data-for-ccgs.md,"('nhsuk', 'mental-health-service-finder')",Design Decisions,"The ADR primarily discusses the choice of a templating system (Handlebars) and its integration into the prototype kit, which pertains to the system's structure and organization of presentation logic. It focuses on how the system is composed and how components (templates, partials) are used, which aligns with design and structure decisions.",0.75
0003-use-npm-scripts-and-gulp-for-running-tasks.md,"('nhsuk', 'nhsuk-prototype-kit-version-one')",Implementation Decisions,"The ADR focuses on the specific implementation detail of setting up pre-commit hooks using a particular tool (`pre-commit`). It discusses how to implement a process (hooks setup) within the development workflow, which aligns with internal code and process implementation rather than high-level architecture, technology selection, or organizational policies.",0.75
002-code_formatter.md,"('nicfix', 'py-ddd-cqrs-microservice-boilerplate')",Design Decisions,"The ADR focuses on a specific structural choice regarding how images are referenced in documentation (absolute vs. relative paths). This pertains to the organization and structure of documentation content, which aligns with design decisions about documentation practices and conventions.",0.85
0010-integration-tests.md,"('nicoespeon', 'abracadabra')",Organizational/Process Decisions,"This ADR primarily addresses the organizational approach to packaging and distribution, emphasizing how responsibilities are delegated to downstream projects and how release management is handled. It does not focus on system structure, technology choices, infrastructure, or quality attributes but rather on process and organizational responsibilities.",0.7
0009-help-scripts.md,"('npryce', 'adr-tools')",Design Decisions,"The ADR focuses on defining a structural convention for filenames (adding event types to sherd filenames), which pertains to the organization and structure of data and system components. It discusses how to encode information within filenames, a design-level concern related to system organization and data modeling.",0.75
0004-store-shards-in-time-stamped-directories-and-files.md,"('npryce', 'pottery')",Design Decisions,"The ADR focuses on choosing a CSS framework to guide the visual and layout design of the application, which pertains to the structural and stylistic organization of the user interface. This decision directly influences the system's design and layout patterns.",0.85
0017-preservation-strategy.md,"('nulib', 'meadow')",Design Decisions,"The ADR primarily discusses the structure and organization of how IIIF manifests are generated, stored, and routed within the system. It details the placement of manifests, routing logic, and interactions between components like API Gateway, Lambda, Elasticsearch, and storage buckets, which are all aspects of system architecture and logical organization.",0.85
0003-consensus-runtime-token-transfer.md,"('oasisprotocol', 'oasis-core')",Technology Decisions,"The ADR primarily discusses the selection and adoption of cryptographic standards and key derivation schemes (BIP-0039, SLIP-0010, BIP-0044) for account key generation, which are technology choices rather than design, infrastructure, or organizational decisions.",0.85
0004-runbooks-and-checklists.md,"('ockam-network', 'ockam')",Technology Decisions,The ADR primarily concerns the selection of a specific database technology (MongoDB) over another (PostgreSQL) for storing metadata. This decision directly relates to choosing a technology platform to meet system requirements.,0.8
0016-documentation-structure.md,"('open-voice-network', 'docs')",Technology Decisions,"The ADR explicitly discusses choosing Apache Kafka as the messaging middleware, which pertains to selecting a specific technology platform and its associated characteristics. This decision is centered around the technology stack rather than system structure, organizational process, or quality attributes.",0.8
0021-kafka-as-messaging-middleware.md,"('open-voice-network', 'docs')",Design Decisions,"The ADR discusses the concept of a 'Simple Composition Component' that follows an enterprise integration pattern, focusing on how components are structured and interact within a system. It emphasizes the implementation strategy of specific patterns and their feasibility as simple components, which aligns closely with design and structural considerations rather than technology, infrastructure, or organizational processes.",0.75
0004-ressource-level-lifetime.md,"('openkfw', 'TruBudget')",Organizational/Process Decisions,"The ADR primarily discusses procedures, roles, and workflows related to network setup, node joining, and organizational validation processes, which fall under organizational and process-related decisions.",0.6
0012-use-postgresql.md,"('openlobby', 'openlobby-server')",Design Decisions,"The ADR primarily discusses the definition, purpose, and structure of a styleguide, which pertains to the logical organization, structure, and components of the user interface. It focuses on how the styleguide creates a consistent UI foundation, which aligns with design and architecture of the system's frontend structure.",0.85
0005-migrating-from-jsps-gsps.md,"('openmrs', 'openmrs-rfc-frontend')",Design Decisions,"The ADR primarily discusses the design and structure of a configuration system, including APIs, validation, documentation, and hierarchical organization. These aspects relate to how the system is logically organized and decomposed, which falls under architecture design. Although it references configuration as a concept, the focus is on the design of the configuration library and its integration into the system, rather than on technology selection, infrastructure, organizational processes, constraints, or quality attributes.",0.85
